nuts,SD,EPP,EAF,G,ALDE,NI,GUE,ECR,UEN,electorate,voters
SE063,18283,9986,12925,4226,9633,0,9992,0,0,216043,69629
SE071,19485,9407,10153,4085,9034,0,9758,0,0,191728,64842
SE072,8985,4199,6884,2340,6938,0,6368,0,0,100293,37583
SE081,16327,9232,7187,3077,10446,0,32381,0,0,198168,79361
SE082,20911,9511,8708,2439,6496,0,20092,0,0,194795,69129
SI0,61672,216360,0,0,0,117372,0,0,0,1628901,435869
SK010,16184,47924,0,0,15178,0,0,0,0,510324,101694
SK021,8827,39056,0,0,9426,0,0,0,0,437851,66653
SK022,15605,25404,0,0,22008,0,0,0,0,476379,77334
SK023,13507,53383,0,0,15211,0,0,0,0,565652,95578
SK031,16803,35912,0,0,19006,0,0,0,0,530094,88041
SK032,19063,34355,0,0,15674,0,0,0,0,517823,87444
SK041,14304,44584,0,0,12791,0,0,0,0,581736,93045
SK042,14242,45918,0,0,10288,0,0,0,0,590604,91806
UK,3718683,0,2660768,948588,2452327,1362744,0,4397087,0,44157267,17007880
UKC,266057,0,94887,37247,138791,39658,0,144969,0,1905132,780491
UKD,576388,0,257158,117393,335063,160120,0,509446,0,5151488,2115163
UKE,413213,0,228666,90337,244607,52606,0,387369,0,3719717,1573201
UKF,294918,0,366498,76633,181964,3462,0,371359,0,3220019,1406703
UKG,336613,0,251366,73991,197479,42151,0,392937,0,3957848,1437035
UKH,244929,0,296160,84068,211378,128702,0,465526,0,4137210,1510224
UKI,466584,0,232633,158986,288790,66188,0,504941,0,5054957,1885449
UKJ,301398,0,431111,173351,338342,108542,0,776370,0,6034549,2207417
UKK,209908,0,326784,103821,265619,30824,0,457371,0,3845077,1448417
UKL,297810,0,96677,32761,96116,183989,0,177771,0,2218649,917686
UKM,310865,0,78828,0,154178,172986,0,209028,0,3839952,1176817
UKN,0,0,0,0,0,373516,0,0,0,1072669,549277
